Source,Target,weight,Label
Thursday-Child Annoying (17Yrs & Under),Friday-Criminal Threats - No Weapon Displayed,1,Thursday-Child Annoying (17Yrs & Under)
Thursday-Child Annoying (17Yrs & Under),Friday-Shoplifting - Petty Theft ($950 & Under),1,Thursday-Child Annoying (17Yrs & Under)
Thursday-Child Neglect (See 300 W.I.C.),Friday-Trespassing,1,Thursday-Child Neglect (See 300 W.I.C.)
Thursday-Child Neglect (See 300 W.I.C.),Friday-Robbery,3,Thursday-Child Neglect (See 300 W.I.C.)
Thursday-Child Neglect (See 300 W.I.C.),Friday-Burglary,4,Thursday-Child Neglect (See 300 W.I.C.)
Thursday-Child Neglect (See 300 W.I.C.),Friday-Theft From Motor Vehicle - Petty ($950 & Under),1,Thursday-Child Neglect (See 300 W.I.C.)
Thursday-Child Neglect (See 300 W.I.C.),Friday-Criminal Threats - No Weapon Displayed,1,Thursday-Child Neglect (See 300 W.I.C.)
Thursday-Child Neglect (See 300 W.I.C.),Friday-Shoplifting - Petty Theft ($950 & Under),1,Thursday-Child Neglect (See 300 W.I.C.)
Thursday-Document Forgery / Stolen Felony,Friday-Trespassing,2,Thursday-Document Forgery / Stolen Felony
Thursday-Document Forgery / Stolen Felony,Friday-Theft From Motor Vehicle - Petty ($950 & Under),8,Thursday-Document Forgery / Stolen Felony
Thursday-Document Forgery / Stolen Felony,Friday-Criminal Threats - No Weapon Displayed,1,Thursday-Document Forgery / Stolen Felony
Thursday-Vehicle - Stolen,Friday-Trespassing,12,Thursday-Vehicle - Stolen
Thursday-Vehicle - Stolen,Friday-Robbery,37,Thursday-Vehicle - Stolen
Thursday-Vehicle - Stolen,Friday-Criminal Threats - No Weapon Displayed,18,Thursday-Vehicle - Stolen
Thursday-Vehicle - Stolen,Friday-Shoplifting - Petty Theft ($950 & Under),22,Thursday-Vehicle - Stolen
"Thursday-Assault With Deadly Weapon, Aggravated Assault",Friday-Trespassing,6,"Thursday-Assault With Deadly Weapon, Aggravated Assault"
"Thursday-Assault With Deadly Weapon, Aggravated Assault",Friday-Robbery,14,"Thursday-Assault With Deadly Weapon, Aggravated Assault"
"Thursday-Assault With Deadly Weapon, Aggravated Assault",Friday-Shoplifting - Petty Theft ($950 & Under),12,"Thursday-Assault With Deadly Weapon, Aggravated Assault"
Friday-Theft Of Identity,Saturday-Shots Fired At Inhabited Dwelling,4,Friday-Theft Of Identity
Friday-Trespassing,Saturday-Theft Plain - Petty ($950 & Under),7,Friday-Trespassing
Friday-Trespassing,Saturday-Shots Fired At Inhabited Dwelling,1,Friday-Trespassing
Friday-Robbery,Saturday-Theft Plain - Petty ($950 & Under),22,Friday-Robbery
Friday-Robbery,Saturday-Shots Fired At Inhabited Dwelling,1,Friday-Robbery
Friday-Theft From Motor Vehicle - Petty ($950 & Under),Saturday-Shots Fired At Inhabited Dwelling,2,Friday-Theft From Motor Vehicle - Petty ($950 & Under)
Friday-Criminal Threats - No Weapon Displayed,Saturday-Theft Plain - Petty ($950 & Under),24,Friday-Criminal Threats - No Weapon Displayed
Friday-Criminal Threats - No Weapon Displayed,Saturday-Vehicle - Stolen,29,Friday-Criminal Threats - No Weapon Displayed
Friday-Shoplifting - Petty Theft ($950 & Under),Saturday-Theft Plain - Petty ($950 & Under),15,Friday-Shoplifting - Petty Theft ($950 & Under)
Saturday-Shots Fired At Inhabited Dwelling,Sunday-Vehicle - Stolen,3,Saturday-Shots Fired At Inhabited Dwelling
Saturday-Shots Fired At Inhabited Dwelling,Sunday-Burglary From Vehicle,3,Saturday-Shots Fired At Inhabited Dwelling
Saturday-Shots Fired At Inhabited Dwelling,Sunday-Other Miscellaneous Crime,1,Saturday-Shots Fired At Inhabited Dwelling
Sunday-Robbery,Monday-Brandish Weapon,5,Sunday-Robbery
Sunday-Robbery,Monday-Criminal Threats - No Weapon Displayed,14,Sunday-Robbery
Sunday-Vehicle - Stolen,Monday-Brandish Weapon,9,Sunday-Vehicle - Stolen
Sunday-Intimate Partner - Simple Assault,Monday-Shoplifting - Petty Theft ($950 & Under),10,Sunday-Intimate Partner - Simple Assault
Sunday-Intimate Partner - Simple Assault,Monday-Brandish Weapon,12,Sunday-Intimate Partner - Simple Assault
Sunday-Burglary From Vehicle,Monday-Brandish Weapon,8,Sunday-Burglary From Vehicle
Sunday-Burglary From Vehicle,Monday-Criminal Threats - No Weapon Displayed,21,Sunday-Burglary From Vehicle
Sunday-Other Miscellaneous Crime,Monday-Shoplifting - Petty Theft ($950 & Under),3,Sunday-Other Miscellaneous Crime
Sunday-Other Miscellaneous Crime,Monday-Brandish Weapon,2,Sunday-Other Miscellaneous Crime
Sunday-Other Miscellaneous Crime,Monday-Intimate Partner - Simple Assault,6,Sunday-Other Miscellaneous Crime
Monday-Shoplifting - Petty Theft ($950 & Under),Tuesday-Burglary,29,Monday-Shoplifting - Petty Theft ($950 & Under)
Monday-Shoplifting - Petty Theft ($950 & Under),Tuesday-Battery - Simple Assault,23,Monday-Shoplifting - Petty Theft ($950 & Under)
Monday-Shoplifting - Petty Theft ($950 & Under),"Tuesday-Theft, Person",1,Monday-Shoplifting - Petty Theft ($950 & Under)
Monday-Shoplifting - Petty Theft ($950 & Under),Tuesday-Violation Of Restraining Order,3,Monday-Shoplifting - Petty Theft ($950 & Under)
Monday-Brandish Weapon,Tuesday-Burglary,6,Monday-Brandish Weapon
Monday-Brandish Weapon,"Tuesday-Assault With Deadly Weapon, Aggravated Assault",6,Monday-Brandish Weapon
Monday-Brandish Weapon,Tuesday-Battery - Simple Assault,12,Monday-Brandish Weapon
Monday-Brandish Weapon,Tuesday-Burglary From Vehicle,14,Monday-Brandish Weapon
Monday-Brandish Weapon,"Tuesday-Theft, Person",2,Monday-Brandish Weapon
Monday-Brandish Weapon,Tuesday-Violation Of Restraining Order,2,Monday-Brandish Weapon
Monday-Burglary From Vehicle,"Tuesday-Theft, Person",8,Monday-Burglary From Vehicle
Monday-Burglary From Vehicle,Tuesday-Violation Of Restraining Order,6,Monday-Burglary From Vehicle
Monday-Vehicle - Stolen,"Tuesday-Theft, Person",5,Monday-Vehicle - Stolen
Monday-Vehicle - Stolen,Tuesday-Violation Of Restraining Order,3,Monday-Vehicle - Stolen
Monday-Criminal Threats - No Weapon Displayed,"Tuesday-Theft, Person",1,Monday-Criminal Threats - No Weapon Displayed
Monday-Criminal Threats - No Weapon Displayed,Tuesday-Violation Of Restraining Order,2,Monday-Criminal Threats - No Weapon Displayed
Monday-Intimate Partner - Simple Assault,"Tuesday-Theft, Person",2,Monday-Intimate Partner - Simple Assault
Monday-Intimate Partner - Simple Assault,Tuesday-Violation Of Restraining Order,5,Monday-Intimate Partner - Simple Assault
"Monday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036","Tuesday-Theft, Person",1,"Monday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
"Monday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Tuesday-Violation Of Restraining Order,6,"Monday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
Monday-Burglary,Tuesday-Violation Of Restraining Order,7,Monday-Burglary
Tuesday-Burglary,Wednesday-Shoplifting - Petty Theft ($950 & Under),19,Tuesday-Burglary
"Tuesday-Assault With Deadly Weapon, Aggravated Assault",Wednesday-Shoplifting - Petty Theft ($950 & Under),9,"Tuesday-Assault With Deadly Weapon, Aggravated Assault"
Tuesday-Battery - Simple Assault,Wednesday-Shoplifting - Petty Theft ($950 & Under),20,Tuesday-Battery - Simple Assault
"Tuesday-Theft, Person",Wednesday-Vehicle - Attempt Stolen,1,"Tuesday-Theft, Person"
"Tuesday-Theft, Person",Wednesday-Battery - Simple Assault,5,"Tuesday-Theft, Person"
"Tuesday-Theft, Person",Wednesday-Criminal Threats - No Weapon Displayed,2,"Tuesday-Theft, Person"
"Tuesday-Theft, Person","Wednesday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",1,"Tuesday-Theft, Person"
"Tuesday-Theft, Person",Wednesday-Shoplifting - Petty Theft ($950 & Under),2,"Tuesday-Theft, Person"
"Tuesday-Theft, Person","Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",4,"Tuesday-Theft, Person"
Tuesday-Violation Of Restraining Order,Wednesday-Vehicle - Attempt Stolen,1,Tuesday-Violation Of Restraining Order
Tuesday-Violation Of Restraining Order,Wednesday-Battery - Simple Assault,7,Tuesday-Violation Of Restraining Order
Tuesday-Violation Of Restraining Order,Wednesday-Criminal Threats - No Weapon Displayed,3,Tuesday-Violation Of Restraining Order
Tuesday-Violation Of Restraining Order,"Wednesday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",3,Tuesday-Violation Of Restraining Order
Tuesday-Violation Of Restraining Order,Wednesday-Shoplifting - Petty Theft ($950 & Under),6,Tuesday-Violation Of Restraining Order
Tuesday-Violation Of Restraining Order,"Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",4,Tuesday-Violation Of Restraining Order
Wednesday-Vehicle - Attempt Stolen,Thursday-Theft Plain - Petty ($950 & Under),2,Wednesday-Vehicle - Attempt Stolen
Wednesday-Vehicle - Attempt Stolen,Thursday-Theft From Motor Vehicle - Petty ($950 & Under),1,Wednesday-Vehicle - Attempt Stolen
Wednesday-Vehicle - Attempt Stolen,Thursday-Theft Of Identity,2,Wednesday-Vehicle - Attempt Stolen
Wednesday-Vehicle - Attempt Stolen,"Thursday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",3,Wednesday-Vehicle - Attempt Stolen
Wednesday-Shoplifting - Petty Theft ($950 & Under),Thursday-Vandalism - Misdeameanor ($399 Or Under),9,Wednesday-Shoplifting - Petty Theft ($950 & Under)
Wednesday-Shoplifting - Petty Theft ($950 & Under),Thursday-Theft Plain - Petty ($950 & Under),36,Wednesday-Shoplifting - Petty Theft ($950 & Under)
Wednesday-Shoplifting - Petty Theft ($950 & Under),Thursday-Theft From Motor Vehicle - Petty ($950 & Under),16,Wednesday-Shoplifting - Petty Theft ($950 & Under)
Wednesday-Shoplifting - Petty Theft ($950 & Under),Thursday-Theft Of Identity,21,Wednesday-Shoplifting - Petty Theft ($950 & Under)
Wednesday-Shoplifting - Petty Theft ($950 & Under),"Thursday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",5,Wednesday-Shoplifting - Petty Theft ($950 & Under)
Thursday-Theft From Motor Vehicle - Petty ($950 & Under),Friday-Burglary,54,Thursday-Theft From Motor Vehicle - Petty ($950 & Under)
Thursday-Theft From Motor Vehicle - Petty ($950 & Under),Friday-Violation Of Court Order,7,Thursday-Theft From Motor Vehicle - Petty ($950 & Under)
Thursday-Theft Of Identity,Friday-Burglary,91,Thursday-Theft Of Identity
Thursday-Theft Of Identity,Friday-Violation Of Court Order,14,Thursday-Theft Of Identity
Friday-Burglary,Saturday-Throwing Object At Moving Vehicle,2,Friday-Burglary
Friday-Theft Of Identity,Saturday-Throwing Object At Moving Vehicle,3,Friday-Theft Of Identity
Friday-Violation Of Court Order,Saturday-Throwing Object At Moving Vehicle,1,Friday-Violation Of Court Order
"Friday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",Saturday-Throwing Object At Moving Vehicle,1,"Friday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114"
Friday-Theft Plain - Petty ($950 & Under),Saturday-Throwing Object At Moving Vehicle,1,Friday-Theft Plain - Petty ($950 & Under)
Friday-Burglary From Vehicle,Saturday-Throwing Object At Moving Vehicle,1,Friday-Burglary From Vehicle
Saturday-Battery - Simple Assault,Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,2,Saturday-Battery - Simple Assault
Saturday-Battery - Simple Assault,Sunday-Resisting Arrest,4,Saturday-Battery - Simple Assault
Saturday-Theft Of Identity,Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,5,Saturday-Theft Of Identity
Saturday-Theft Of Identity,Sunday-Resisting Arrest,1,Saturday-Theft Of Identity
Saturday-Burglary From Vehicle,Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,6,Saturday-Burglary From Vehicle
Saturday-Burglary From Vehicle,Sunday-Resisting Arrest,7,Saturday-Burglary From Vehicle
Saturday-Burglary From Vehicle,"Sunday-Letters, Lewd",10,Saturday-Burglary From Vehicle
Saturday-Throwing Object At Moving Vehicle,Sunday-Theft Plain - Petty ($950 & Under),2,Saturday-Throwing Object At Moving Vehicle
Saturday-Throwing Object At Moving Vehicle,Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,1,Saturday-Throwing Object At Moving Vehicle
Saturday-Throwing Object At Moving Vehicle,Sunday-Resisting Arrest,1,Saturday-Throwing Object At Moving Vehicle
Saturday-Throwing Object At Moving Vehicle,Sunday-Vandalism - Misdeameanor ($399 Or Under),1,Saturday-Throwing Object At Moving Vehicle
Saturday-Throwing Object At Moving Vehicle,Sunday-Battery - Simple Assault,1,Saturday-Throwing Object At Moving Vehicle
Saturday-Throwing Object At Moving Vehicle,"Sunday-Letters, Lewd",1,Saturday-Throwing Object At Moving Vehicle
Saturday-Throwing Object At Moving Vehicle,Sunday-Burglary From Vehicle,1,Saturday-Throwing Object At Moving Vehicle
Sunday-Theft Plain - Petty ($950 & Under),"Monday-Sex, Unlawful",2,Sunday-Theft Plain - Petty ($950 & Under)
Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,Monday-Battery - Simple Assault,5,Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060
Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,Monday-Theft From Motor Vehicle - Petty ($950 & Under),2,Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060
Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,"Monday-Letters, Lewd",2,Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060
Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,Monday-Burglary,3,Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060
Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,Monday-Theft Of Identity,3,Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060
Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,"Monday-Sex, Unlawful",1,Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060
Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,2,Sunday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060
Sunday-Resisting Arrest,Monday-Battery - Simple Assault,9,Sunday-Resisting Arrest
Sunday-Resisting Arrest,Monday-Theft From Motor Vehicle - Petty ($950 & Under),4,Sunday-Resisting Arrest
Sunday-Resisting Arrest,"Monday-Letters, Lewd",1,Sunday-Resisting Arrest
Sunday-Resisting Arrest,Monday-Burglary,1,Sunday-Resisting Arrest
Sunday-Resisting Arrest,Monday-Theft Of Identity,3,Sunday-Resisting Arrest
Sunday-Resisting Arrest,"Monday-Sex, Unlawful",1,Sunday-Resisting Arrest
Sunday-Resisting Arrest,Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,1,Sunday-Resisting Arrest
Sunday-Vandalism - Misdeameanor ($399 Or Under),"Monday-Letters, Lewd",4,Sunday-Vandalism - Misdeameanor ($399 Or Under)
Sunday-Vandalism - Misdeameanor ($399 Or Under),"Monday-Sex, Unlawful",1,Sunday-Vandalism - Misdeameanor ($399 Or Under)
Sunday-Vandalism - Misdeameanor ($399 Or Under),Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,3,Sunday-Vandalism - Misdeameanor ($399 Or Under)
Sunday-Battery - Simple Assault,Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,2,Sunday-Battery - Simple Assault
"Sunday-Letters, Lewd",Monday-Theft From Motor Vehicle - Petty ($950 & Under),8,"Sunday-Letters, Lewd"
"Sunday-Letters, Lewd","Monday-Letters, Lewd",2,"Sunday-Letters, Lewd"
"Sunday-Letters, Lewd",Monday-Theft Of Identity,9,"Sunday-Letters, Lewd"
"Sunday-Letters, Lewd","Monday-Sex, Unlawful",1,"Sunday-Letters, Lewd"
"Sunday-Letters, Lewd",Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,1,"Sunday-Letters, Lewd"
Sunday-Burglary From Vehicle,"Monday-Letters, Lewd",13,Sunday-Burglary From Vehicle
Sunday-Burglary From Vehicle,"Monday-Sex, Unlawful",3,Sunday-Burglary From Vehicle
Sunday-Burglary From Vehicle,Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,2,Sunday-Burglary From Vehicle
Monday-Battery - Simple Assault,"Tuesday-Burglary, Attempted",8,Monday-Battery - Simple Assault
Monday-Theft From Motor Vehicle - Petty ($950 & Under),"Tuesday-Burglary, Attempted",3,Monday-Theft From Motor Vehicle - Petty ($950 & Under)
"Monday-Letters, Lewd",Tuesday-Burglary,11,"Monday-Letters, Lewd"
"Monday-Letters, Lewd",Tuesday-Vandalism - Misdeameanor ($399 Or Under),6,"Monday-Letters, Lewd"
"Monday-Letters, Lewd",Tuesday-Theft Plain - Petty ($950 & Under),11,"Monday-Letters, Lewd"
"Monday-Letters, Lewd","Tuesday-Burglary, Attempted",2,"Monday-Letters, Lewd"
Monday-Burglary,"Tuesday-Burglary, Attempted",6,Monday-Burglary
Monday-Theft Of Identity,"Tuesday-Burglary, Attempted",3,Monday-Theft Of Identity
"Monday-Sex, Unlawful",Tuesday-Burglary,4,"Monday-Sex, Unlawful"
"Monday-Sex, Unlawful",Tuesday-Vandalism - Misdeameanor ($399 Or Under),1,"Monday-Sex, Unlawful"
"Monday-Sex, Unlawful",Tuesday-Theft Plain - Petty ($950 & Under),2,"Monday-Sex, Unlawful"
"Monday-Sex, Unlawful","Tuesday-Burglary, Attempted",1,"Monday-Sex, Unlawful"
Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,Tuesday-Vehicle - Stolen,5,Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060
Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,Tuesday-Vandalism - Misdeameanor ($399 Or Under),6,Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060
Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,Tuesday-Theft From Motor Vehicle - Petty ($950 & Under),3,Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060
Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,Tuesday-Theft Plain - Petty ($950 & Under),3,Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060
Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,"Tuesday-Burglary, Attempted",1,Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060
Tuesday-Vandalism - Misdeameanor ($399 Or Under),"Wednesday-Burglary, Attempted",2,Tuesday-Vandalism - Misdeameanor ($399 Or Under)
Tuesday-Theft From Motor Vehicle - Petty ($950 & Under),"Wednesday-Burglary, Attempted",8,Tuesday-Theft From Motor Vehicle - Petty ($950 & Under)
Tuesday-Theft Plain - Petty ($950 & Under),"Wednesday-Burglary, Attempted",8,Tuesday-Theft Plain - Petty ($950 & Under)
"Tuesday-Burglary, Attempted",Wednesday-Vehicle - Stolen,5,"Tuesday-Burglary, Attempted"
"Tuesday-Burglary, Attempted",Wednesday-Theft Plain - Petty ($950 & Under),6,"Tuesday-Burglary, Attempted"
"Tuesday-Burglary, Attempted","Wednesday-Burglary, Attempted",1,"Tuesday-Burglary, Attempted"
"Wednesday-Burglary, Attempted",Thursday-Other Miscellaneous Crime,3,"Wednesday-Burglary, Attempted"
"Wednesday-Burglary, Attempted",Thursday-Theft From Motor Vehicle - Grand ($400 And Over),1,"Wednesday-Burglary, Attempted"
Thursday-Vandalism - Misdeameanor ($399 Or Under),"Friday-Bunco, Grand Theft",1,Thursday-Vandalism - Misdeameanor ($399 Or Under)
Thursday-Vandalism - Misdeameanor ($399 Or Under),Friday-Shoplifting-Grand Theft ($950.01 & Over),2,Thursday-Vandalism - Misdeameanor ($399 Or Under)
Thursday-Other Miscellaneous Crime,Friday-Criminal Threats - No Weapon Displayed,4,Thursday-Other Miscellaneous Crime
Thursday-Other Miscellaneous Crime,Friday-Other Miscellaneous Crime,3,Thursday-Other Miscellaneous Crime
Thursday-Other Miscellaneous Crime,Friday-Shoplifting-Grand Theft ($950.01 & Over),1,Thursday-Other Miscellaneous Crime
Thursday-Other Miscellaneous Crime,Friday-Theft Plain - Petty ($950 & Under),8,Thursday-Other Miscellaneous Crime
Thursday-Theft From Motor Vehicle - Grand ($400 And Over),"Friday-Bunco, Grand Theft",1,Thursday-Theft From Motor Vehicle - Grand ($400 And Over)
