Source,Target,weight
"Assault With Deadly Weapon, Aggravated Assault",Train Wrecking,1
"Assault With Deadly Weapon, Aggravated Assault",Trespassing,14272
"Assault With Deadly Weapon, Aggravated Assault",Unauthorized Computer Access,962
"Assault With Deadly Weapon, Aggravated Assault",Unknown,409
"Assault With Deadly Weapon, Aggravated Assault","Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",61789
"Assault With Deadly Weapon, Aggravated Assault",Vandalism - Misdeameanor ($399 Or Under),57795
"Assault With Deadly Weapon, Aggravated Assault",Vehicle - Attempt Stolen,2544
"Assault With Deadly Weapon, Aggravated Assault",Vehicle - Stolen,66965
"Assault With Deadly Weapon, Aggravated Assault",Violation Of Court Order,15983
"Assault With Deadly Weapon, Aggravated Assault",Violation Of Restraining Order,13479
"Assault With Deadly Weapon, Aggravated Assault",Violation Of Temporary Restraining Order,1020
"Assault With Deadly Weapon, Aggravated Assault",Weapons Possession/Bombing,134
Attempted Robbery,Abortion/Illegal,3
Attempted Robbery,Arson,2270
Attempted Robbery,Assault With Deadly Weapon On Police Officer,1020
Attempted Robbery,"Assault With Deadly Weapon, Aggravated Assault",9009
Attempted Robbery,Attempted Robbery,6241
Attempted Robbery,Battery - Simple Assault,9009
Attempted Robbery,Battery On A Firefighter,205
Attempted Robbery,Battery Police (Simple),2799
Attempted Robbery,Battery With Sexual Contact,5589
Attempted Robbery,"Beastiality, Crime Against Nature Sexual Asslt With Anim0065",17
Attempted Robbery,Bigamy,9
Attempted Robbery,Bike - Attempted Stolen,26
Attempted Robbery,Bike - Stolen,5048
Attempted Robbery,Blocking Door Induction Center,3
Attempted Robbery,Boat - Stolen,203
Attempted Robbery,Bomb Scare,788
Attempted Robbery,Brandish Weapon,5624
Attempted Robbery,Bribery,26
Attempted Robbery,"Bunco, Attempt",424
Attempted Robbery,"Bunco, Grand Theft",3789
Attempted Robbery,"Bunco, Petty Theft",2627
Attempted Robbery,Burglary,9005
Attempted Robbery,Burglary From Vehicle,9009
Attempted Robbery,"Burglary From Vehicle, Attempted",2059
Attempted Robbery,"Burglary, Attempted",6495
Attempted Robbery,Child Abandonment,64
Attempted Robbery,Child Abuse (Physical) - Aggravated Assault,1172
Attempted Robbery,Child Abuse (Physical) - Simple Assault,4857
Attempted Robbery,Child Annoying (17Yrs & Under),3127
Attempted Robbery,Child Neglect (See 300 W.I.C.),3605
Attempted Robbery,Child Stealing,837
Attempted Robbery,Conspiracy,44
Attempted Robbery,Contempt Of Court,1834
Attempted Robbery,Contributing,130
Attempted Robbery,Counterfeit,632
Attempted Robbery,"Credit Cards, Fraud Use ($950 & Under",181
Attempted Robbery,"Credit Cards, Fraud Use ($950.01 & Over)",626
Attempted Robbery,Criminal Homicide,1931
Attempted Robbery,Criminal Threats - No Weapon Displayed,8994
Attempted Robbery,Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,3807
Attempted Robbery,Cruelty To Animals,1046
Attempted Robbery,"Defrauding Innkeeper/Theft Of Services, $400 & Under",1535
Attempted Robbery,"Defrauding Innkeeper/Theft Of Services, Over $400",163
Attempted Robbery,Discharge Firearms/Shots Fired,2436
Attempted Robbery,Dishonest Employee - Grand Theft,120
Attempted Robbery,Dishonest Employee - Petty Theft,93
Attempted Robbery,Dishonest Employee Attempted Theft,7
Attempted Robbery,Disrupt School,30
Attempted Robbery,Disturbing The Peace,2443
Attempted Robbery,Document Forgery / Stolen Felony,7997
Attempted Robbery,Document Worthless ($200 & Under),38
Attempted Robbery,Document Worthless ($200.01 & Over),252
Attempted Robbery,Driving Without Owner Consent (Dwoc),355
Attempted Robbery,"Drugs, To A Minor",33
Attempted Robbery,Drunk Roll,24
Attempted Robbery,Drunk Roll - Attempt,1
Attempted Robbery,"Embezzlement, Grand Theft ($950.01 & Over)",4403
Attempted Robbery,"Embezzlement, Petty Theft ($950 & Under)",437
Attempted Robbery,Extortion,1436
Attempted Robbery,Failure To Disperse,17
Attempted Robbery,Failure To Yield,238
Attempted Robbery,False Imprisonment,639
Attempted Robbery,False Police Report,287
Attempted Robbery,Grand Theft / Auto Repair,11
Attempted Robbery,Grand Theft / Insurance Fraud,62
Attempted Robbery,Illegal Dumping,370
Attempted Robbery,Incest (Sexual Acts Between Blood Relatives),8
Attempted Robbery,Inciting A Riot,8
Attempted Robbery,Indecent Exposure,2225
Attempted Robbery,Intimate Partner - Aggravated Assault,4610
Attempted Robbery,Intimate Partner - Simple Assault,9009
Attempted Robbery,Kidnapping,1494
Attempted Robbery,Kidnapping - Grand Attempt,542
Attempted Robbery,"Letters, Lewd",7858
Attempted Robbery,Lewd Conduct,877
Attempted Robbery,Lynching,38
Attempted Robbery,Lynching - Attempted,19
Attempted Robbery,"Manslaughter, Negligent",2
Attempted Robbery,Oral Copulation,1091
Attempted Robbery,Other Assault,1549
Attempted Robbery,Other Miscellaneous Crime,7952
Attempted Robbery,Pandering,183
Attempted Robbery,Peeping Tom,815
Attempted Robbery,Petty Theft - Auto Repair,19
Attempted Robbery,Pickpocket,531
Attempted Robbery,"Pickpocket, Attempt",15
Attempted Robbery,Pimping,371
Attempted Robbery,Prowler,686
Attempted Robbery,Purse Snatching,907
Attempted Robbery,Purse Snatching - Attempt,39
Attempted Robbery,"Rape, Attempted",820
Attempted Robbery,"Rape, Forcible",5140
Attempted Robbery,Reckless Driving,168
Attempted Robbery,"Replica Firearms(Sale,Display,Manufacture Or Distribute)0132",17
Attempted Robbery,Resisting Arrest,2183
Attempted Robbery,Robbery,9009
Attempted Robbery,"Sex, Unlawful",2130
Attempted Robbery,Sexual Pentration With A Foreign Object,1361
Attempted Robbery,Shoplifting - Attempt,149
Attempted Robbery,Shoplifting - Petty Theft ($950 & Under),8917
Attempted Robbery,Shoplifting-Grand Theft ($950.01 & Over),2314
Attempted Robbery,Shots Fired At Inhabited Dwelling,1733
Attempted Robbery,"Shots Fired At Moving Vehicle, Train Or Aircraft",168
Attempted Robbery,Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,893
Attempted Robbery,Stalking,1318
Attempted Robbery,Telephone Property - Damage,33
Attempted Robbery,Theft From Motor Vehicle - Attempt,861
Attempted Robbery,Theft From Motor Vehicle - Grand ($400 And Over),8642
Attempted Robbery,Theft From Motor Vehicle - Petty ($950 & Under),9009
Attempted Robbery,Theft From Person - Attempt,214
Attempted Robbery,Theft Of Identity,9006
Attempted Robbery,Theft Plain - Attempt,1201
Attempted Robbery,Theft Plain - Petty ($950 & Under),9009
Attempted Robbery,"Theft, Coin Machine - Attempt",17
Attempted Robbery,"Theft, Coin Machine - Grand ($950.01 & Over)",32
Attempted Robbery,"Theft, Coin Machine - Petty ($950 & Under)",158
Attempted Robbery,"Theft, Person",6578
Attempted Robbery,"Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",9005
Attempted Robbery,Threatening Phone Calls/Letters,2239
Attempted Robbery,Throwing Object At Moving Vehicle,1074
Attempted Robbery,Till Tap - Attempt,2
Attempted Robbery,Till Tap - Grand Theft ($950.01 & Over),11
Attempted Robbery,Till Tap - Petty ($950 & Under),62
Attempted Robbery,Train Wrecking,1
Attempted Robbery,Trespassing,7582
Attempted Robbery,Unauthorized Computer Access,911
Attempted Robbery,Unknown,366
Attempted Robbery,"Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",9009
Attempted Robbery,Vandalism - Misdeameanor ($399 Or Under),9009
Attempted Robbery,Vehicle - Attempt Stolen,2230
Attempted Robbery,Vehicle - Stolen,9009
Attempted Robbery,Violation Of Court Order,7912
Attempted Robbery,Violation Of Restraining Order,7455
Attempted Robbery,Violation Of Temporary Restraining Order,956
Attempted Robbery,Weapons Possession/Bombing,123
Battery - Simple Assault,Abortion/Illegal,3
Battery - Simple Assault,Arson,2631
Battery - Simple Assault,Assault With Deadly Weapon On Police Officer,1258
Battery - Simple Assault,"Assault With Deadly Weapon, Aggravated Assault",67458
Battery - Simple Assault,Attempted Robbery,9004
Battery - Simple Assault,Battery - Simple Assault,131501
Battery - Simple Assault,Battery On A Firefighter,223
Battery - Simple Assault,Battery Police (Simple),3449
Battery - Simple Assault,Battery With Sexual Contact,8032
Battery - Simple Assault,"Beastiality, Crime Against Nature Sexual Asslt With Anim0065",19
Battery - Simple Assault,Bigamy,10
Battery - Simple Assault,Bike - Attempted Stolen,27
Battery - Simple Assault,Bike - Stolen,8616
Battery - Simple Assault,Blocking Door Induction Center,3
Battery - Simple Assault,Boat - Stolen,227
Battery - Simple Assault,Bomb Scare,857
Battery - Simple Assault,Brandish Weapon,8894
Battery - Simple Assault,Bribery,29
Battery - Simple Assault,"Bunco, Attempt",444
Battery - Simple Assault,"Bunco, Grand Theft",5099
Battery - Simple Assault,"Bunco, Petty Theft",3190
Battery - Simple Assault,Burglary,108379
Battery - Simple Assault,Burglary From Vehicle,114883
Battery - Simple Assault,"Burglary From Vehicle, Attempted",2304
Battery - Simple Assault,"Burglary, Attempted",9918
Battery - Simple Assault,Child Abandonment,70
Battery - Simple Assault,Child Abuse (Physical) - Aggravated Assault,1290
Battery - Simple Assault,Child Abuse (Physical) - Simple Assault,6756
Battery - Simple Assault,Child Annoying (17Yrs & Under),4160
Battery - Simple Assault,Child Neglect (See 300 W.I.C.),4528
Battery - Simple Assault,Child Stealing,915
Battery - Simple Assault,Conspiracy,46
Battery - Simple Assault,Contempt Of Court,2393
Battery - Simple Assault,Contributing,149
Battery - Simple Assault,Counterfeit,700
Battery - Simple Assault,"Credit Cards, Fraud Use ($950 & Under",186
Battery - Simple Assault,"Credit Cards, Fraud Use ($950.01 & Over)",661
Battery - Simple Assault,Criminal Homicide,2151
Battery - Simple Assault,Criminal Threats - No Weapon Displayed,44540
Battery - Simple Assault,Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,6115
Battery - Simple Assault,Cruelty To Animals,1124
Battery - Simple Assault,"Defrauding Innkeeper/Theft Of Services, $400 & Under",1708
Battery - Simple Assault,"Defrauding Innkeeper/Theft Of Services, Over $400",170
Battery - Simple Assault,Discharge Firearms/Shots Fired,2820
Battery - Simple Assault,Dishonest Employee - Grand Theft,125
Battery - Simple Assault,Dishonest Employee - Petty Theft,100
Battery - Simple Assault,Dishonest Employee Attempted Theft,7
Battery - Simple Assault,Disrupt School,34
Battery - Simple Assault,Disturbing The Peace,2775
Battery - Simple Assault,Document Forgery / Stolen Felony,18848
Battery - Simple Assault,Document Worthless ($200 & Under),39
Battery - Simple Assault,Document Worthless ($200.01 & Over),266
Battery - Simple Assault,Driving Without Owner Consent (Dwoc),371
Battery - Simple Assault,"Drugs, To A Minor",37
Battery - Simple Assault,Drunk Roll,26
Battery - Simple Assault,Drunk Roll - Attempt,1
Battery - Simple Assault,"Embezzlement, Grand Theft ($950.01 & Over)",5797
Battery - Simple Assault,"Embezzlement, Petty Theft ($950 & Under)",462
Battery - Simple Assault,Extortion,1599
Battery - Simple Assault,Failure To Disperse,18
Battery - Simple Assault,Failure To Yield,249
Battery - Simple Assault,False Imprisonment,718
Battery - Simple Assault,False Police Report,309
Battery - Simple Assault,Grand Theft / Auto Repair,12
Battery - Simple Assault,Grand Theft / Insurance Fraud,63
Battery - Simple Assault,Illegal Dumping,392
Battery - Simple Assault,Incest (Sexual Acts Between Blood Relatives),8
Battery - Simple Assault,Inciting A Riot,8
Battery - Simple Assault,Indecent Exposure,2578
Battery - Simple Assault,Intimate Partner - Aggravated Assault,8629
Battery - Simple Assault,Intimate Partner - Simple Assault,85311
Battery - Simple Assault,Kidnapping,1656
Battery - Simple Assault,Kidnapping - Grand Attempt,586
Battery - Simple Assault,"Letters, Lewd",16338
Battery - Simple Assault,Lewd Conduct,958
Battery - Simple Assault,Lynching,39
Battery - Simple Assault,Lynching - Attempted,20
Battery - Simple Assault,"Manslaughter, Negligent",3
Battery - Simple Assault,Oral Copulation,1243
Battery - Simple Assault,Other Assault,1807
Battery - Simple Assault,Other Miscellaneous Crime,16436
Battery - Simple Assault,Pandering,195
Battery - Simple Assault,Peeping Tom,880
Battery - Simple Assault,Petty Theft - Auto Repair,19
Battery - Simple Assault,Pickpocket,565
Battery - Simple Assault,"Pickpocket, Attempt",15
Battery - Simple Assault,Pimping,409
Battery - Simple Assault,Prowler,726
Battery - Simple Assault,Purse Snatching,968
Battery - Simple Assault,Purse Snatching - Attempt,40
Battery - Simple Assault,"Rape, Attempted",866
Battery - Simple Assault,"Rape, Forcible",7281
Battery - Simple Assault,Reckless Driving,177
Battery - Simple Assault,"Replica Firearms(Sale,Display,Manufacture Or Distribute)0132",17
Battery - Simple Assault,Resisting Arrest,2607
Battery - Simple Assault,Robbery,63358
Battery - Simple Assault,"Sex, Unlawful",3404
Battery - Simple Assault,Sexual Pentration With A Foreign Object,1560
Battery - Simple Assault,Shoplifting - Attempt,154
Battery - Simple Assault,Shoplifting - Petty Theft ($950 & Under),35024
Battery - Simple Assault,Shoplifting-Grand Theft ($950.01 & Over),2672
Battery - Simple Assault,Shots Fired At Inhabited Dwelling,2014
Battery - Simple Assault,"Shots Fired At Moving Vehicle, Train Or Aircraft",178
Battery - Simple Assault,Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,991
Battery - Simple Assault,Stalking,1478
Battery - Simple Assault,Telephone Property - Damage,34
Battery - Simple Assault,Theft From Motor Vehicle - Attempt,934
Battery - Simple Assault,Theft From Motor Vehicle - Grand ($400 And Over),22585
Battery - Simple Assault,Theft From Motor Vehicle - Petty ($950 & Under),63860
Battery - Simple Assault,Theft From Person - Attempt,223
Battery - Simple Assault,Theft Of Identity,87986
Battery - Simple Assault,Theft Plain - Attempt,1311
Battery - Simple Assault,Theft Plain - Petty ($950 & Under),109258
Battery - Simple Assault,"Theft, Coin Machine - Attempt",17
Battery - Simple Assault,"Theft, Coin Machine - Grand ($950.01 & Over)",33
Battery - Simple Assault,"Theft, Coin Machine - Petty ($950 & Under)",168
Battery - Simple Assault,"Theft, Person",10323
Battery - Simple Assault,"Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",56177
Battery - Simple Assault,Threatening Phone Calls/Letters,2566
Battery - Simple Assault,Throwing Object At Moving Vehicle,1157
Battery - Simple Assault,Till Tap - Attempt,2
Battery - Simple Assault,Till Tap - Grand Theft ($950.01 & Over),11
Battery - Simple Assault,Till Tap - Petty ($950 & Under),64
Battery - Simple Assault,Train Wrecking,1
Battery - Simple Assault,Trespassing,14299
Battery - Simple Assault,Unauthorized Computer Access,962
Battery - Simple Assault,Unknown,409
Battery - Simple Assault,"Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",78939
Battery - Simple Assault,Vandalism - Misdeameanor ($399 Or Under),71400
Battery - Simple Assault,Vehicle - Attempt Stolen,2544
Battery - Simple Assault,Vehicle - Stolen,114529
Battery - Simple Assault,Violation Of Court Order,16040
Battery - Simple Assault,Violation Of Restraining Order,13479
Battery - Simple Assault,Violation Of Temporary Restraining Order,1020
Battery - Simple Assault,Weapons Possession/Bombing,134
Battery On A Firefighter,Abortion/Illegal,1
Battery On A Firefighter,Arson,109
Battery On A Firefighter,Assault With Deadly Weapon On Police Officer,46
Battery On A Firefighter,"Assault With Deadly Weapon, Aggravated Assault",223
Battery On A Firefighter,Attempted Robbery,204
Battery On A Firefighter,Battery - Simple Assault,223
Battery On A Firefighter,Battery On A Firefighter,13
Battery On A Firefighter,Battery Police (Simple),123
Battery On A Firefighter,Battery With Sexual Contact,197
Battery On A Firefighter,"Beastiality, Crime Against Nature Sexual Asslt With Anim0065",1
Battery On A Firefighter,Bike - Attempted Stolen,5
Battery On A Firefighter,Bike - Stolen,189
Battery On A Firefighter,Boat - Stolen,8
Battery On A Firefighter,Bomb Scare,41
Battery On A Firefighter,Brandish Weapon,198
Battery On A Firefighter,"Bunco, Attempt",31
Battery On A Firefighter,"Bunco, Grand Theft",163
Battery On A Firefighter,"Bunco, Petty Theft",140
Battery On A Firefighter,Burglary,223
Battery On A Firefighter,Burglary From Vehicle,223
Battery On A Firefighter,"Burglary From Vehicle, Attempted",97
Battery On A Firefighter,"Burglary, Attempted",214
Battery On A Firefighter,Child Abandonment,5
Battery On A Firefighter,Child Abuse (Physical) - Aggravated Assault,62
Battery On A Firefighter,Child Abuse (Physical) - Simple Assault,177
Battery On A Firefighter,Child Annoying (17Yrs & Under),127
Battery On A Firefighter,Child Neglect (See 300 W.I.C.),130
Battery On A Firefighter,Child Stealing,50
Battery On A Firefighter,Conspiracy,4
Battery On A Firefighter,Contempt Of Court,102
Battery On A Firefighter,Contributing,7
Battery On A Firefighter,Counterfeit,30
Battery On A Firefighter,"Credit Cards, Fraud Use ($950 & Under",20
Battery On A Firefighter,"Credit Cards, Fraud Use ($950.01 & Over)",38
Battery On A Firefighter,Criminal Homicide,101
Battery On A Firefighter,Criminal Threats - No Weapon Displayed,223
